year,fatalities,fatal_collisions,metric,grouping,variable,geography,population,fatality_rate,fatal_collision_rate
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53035092600,5761,17.358097552508244,17.358097552508244
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53035092701,4090,24.449877750611247,24.449877750611247
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53035092901,5409,18.487705675725643,18.487705675725643
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53035092902,5508,18.15541031227306,18.15541031227306
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053060200,665,150.37593984962407,150.37593984962407
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053061002,4192,23.85496183206107,23.85496183206107
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053061400,4058,24.64268112370626,24.64268112370626
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053061601,1900,52.631578947368425,52.631578947368425
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053061602,867,115.34025374855824,115.34025374855824
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053061900,1826,54.7645125958379,54.7645125958379
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053062400,5451,18.345257750871397,18.345257750871397
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053062600,3020,33.11258278145695,33.11258278145695
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053063000,3121,32.04101249599487,32.04101249599487
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053063502,4944,20.22653721682848,20.22653721682848
2014,2,2,1-year average for fatal collisions,All,Census Tracts,53053070100,3334,59.98800239952009,59.98800239952009
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053070207,4846,20.635575732562938,20.635575732562938
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053070309,5227,19.131432944327532,19.131432944327532
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053070703,6157,16.24167614097775,16.24167614097775
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053071100,2298,43.51610095735422,43.51610095735422
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053071207,6472,15.451174289245984,15.451174289245984
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053071304,5695,17.559262510974538,17.559262510974538
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053071305,3773,26.504108136761197,26.504108136761197
2014,4,2,1-year average for fatal collisions,All,Census Tracts,53053071306,6470,61.82380216383308,30.91190108191654
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053071309,4231,23.63507445048452,23.63507445048452
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053071406,7206,13.877324451845684,13.877324451845684
2014,2,2,1-year average for fatal collisions,All,Census Tracts,53053071410,6867,29.124799767001605,29.124799767001605
2014,2,2,1-year average for fatal collisions,All,Census Tracts,53053071411,5139,38.918077446974124,38.918077446974124
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053071705,4099,24.39619419370578,24.39619419370578
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053071807,3597,27.80094523213789,27.80094523213789
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053072410,3556,28.121484814398197,28.121484814398197
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053072601,5357,18.667164457718872,18.667164457718872
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053072906,1977,50.58168942842691,50.58168942842691
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053073001,5895,16.963528413910094,16.963528413910094
2014,2,2,1-year average for fatal collisions,All,Census Tracts,53053073113,6958,28.74389192296637,28.74389192296637
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053073114,5500,18.181818181818183,18.181818181818183
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053073117,3868,25.853154084798344,25.853154084798344
2014,2,2,1-year average for fatal collisions,All,Census Tracts,53053073200,5539,36.10760064993681,36.10760064993681
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053073404,5850,17.094017094017094,17.094017094017094
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053073406,5024,19.904458598726116,19.904458598726116
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053073407,3735,26.77376171352075,26.77376171352075
2014,2,2,1-year average for fatal collisions,All,Census Tracts,53053940002,3787,52.812252442566674,52.812252442566674
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53053940003,7173,13.941168269901016,13.941168269901016
2014,2,2,1-year average for fatal collisions,All,Census Tracts,53053940004,6357,31.461381154632686,31.461381154632686
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061040500,2391,41.82350480970305,41.82350480970305
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061040700,4109,24.33682161109759,24.33682161109759
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061040800,2468,40.51863857374392,40.51863857374392
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061041000,5612,17.81895937277263,17.81895937277263
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061041304,3012,33.200531208499335,33.200531208499335
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061041500,1413,70.77140835102618,70.77140835102618
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061041701,4607,21.706099413935316,21.706099413935316
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061041703,5829,17.155601303825698,17.155601303825698
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061041805,5127,19.504583577140625,19.504583577140625
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061041905,6015,16.62510390689942,16.62510390689942
2014,2,2,1-year average for fatal collisions,All,Census Tracts,53061050500,7117,28.101728256287764,28.101728256287764
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061050700,6303,15.865460891638902,15.865460891638902
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061051000,4506,22.192632046160675,22.192632046160675
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061051701,6004,16.655562958027982,16.655562958027982
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061051924,6403,15.617679212868968,15.617679212868968
2014,9,3,1-year average for fatal collisions,All,Census Tracts,53061052112,2787,322.9278794402584,107.64262648008612
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061052206,4106,24.354603019970774,24.354603019970774
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061052209,5714,17.50087504375219,17.50087504375219
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061052504,2190,45.662100456621005,45.662100456621005
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061052701,1534,65.1890482398957,65.1890482398957
2014,2,2,1-year average for fatal collisions,All,Census Tracts,53061052707,4012,49.85044865403788,49.85044865403788
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061052803,5105,19.58863858961802,19.58863858961802
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061053101,3848,25.987525987525988,25.987525987525988
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061053102,4510,22.172949002217294,22.172949002217294
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061053302,5545,18.034265103697024,18.034265103697024
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061053506,5732,17.445917655268666,17.445917655268666
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061053802,5471,18.278194114421495,18.278194114421495
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061940001,6389,15.651901706057286,15.651901706057286
2014,1,1,1-year average for fatal collisions,All,Census Tracts,53061940002,3716,26.91065662002153,26.91065662002153
2015,21,5,1-year average for fatal collisions,All,Census Tracts,0,0,NA,NA
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033001900,4723,21.172983273343213,21.172983273343213
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033003500,3960,25.25252525252525,25.25252525252525
2015,2,2,1-year average for fatal collisions,All,Census Tracts,53033004400,6607,30.27092477675193,30.27092477675193
2015,2,2,1-year average for fatal collisions,All,Census Tracts,53033006700,7600,26.315789473684212,26.315789473684212
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033007700,5123,19.519812609798947,19.519812609798947
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033008001,5967,16.758840288252053,16.758840288252053
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033008100,4435,22.547914317925592,22.547914317925592
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033008200,3866,25.866528711846872,25.866528711846872
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033008300,2794,35.79098067287044,35.79098067287044
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033008500,4311,23.196474135931336,23.196474135931336
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033009000,3478,28.75215641173088,28.75215641173088
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033009100,2693,37.13330857779428,37.13330857779428
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033009300,2832,35.31073446327684,35.31073446327684
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033010001,4207,23.769907297361538,23.769907297361538
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033010900,1055,94.7867298578199,94.7867298578199
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033011700,5456,18.328445747800586,18.328445747800586
2015,2,2,1-year average for fatal collisions,All,Census Tracts,53033011900,7428,26.925148088314486,26.925148088314486
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033021600,4911,20.36245163917736,20.36245163917736
2015,4,2,1-year average for fatal collisions,All,Census Tracts,53033021804,4684,85.39709649871904,42.69854824935952
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033022605,6162,16.22849724115547,16.22849724115547
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033022606,5981,16.719612104999165,16.719612104999165
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033022703,2273,43.994720633523976,43.994720633523976
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033023401,3550,28.169014084507044,28.169014084507044
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033023404,3308,30.22974607013301,30.22974607013301
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033023603,6278,15.928639694170117,15.928639694170117
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033023604,6241,16.02307322544464,16.02307322544464
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033024000,7880,12.69035532994924,12.69035532994924
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033024702,7791,12.835322808368632,12.835322808368632
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033025003,6979,14.32870038687491,14.32870038687491
2015,2,2,1-year average for fatal collisions,All,Census Tracts,53033025101,5584,35.816618911174785,35.816618911174785
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033026002,8967,11.152001784320285,11.152001784320285
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033026100,6552,15.262515262515263,15.262515262515263
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033026200,5645,17.71479185119575,17.71479185119575
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033026600,2840,35.2112676056338,35.2112676056338
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033026700,5056,19.778481012658226,19.778481012658226
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033026801,5530,18.083182640144663,18.083182640144663
2015,2,2,1-year average for fatal collisions,All,Census Tracts,53033027000,3552,56.306306306306304,56.306306306306304
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033027500,4828,20.712510356255176,20.712510356255176
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033027600,4955,20.181634712411707,20.181634712411707
2015,2,2,1-year average for fatal collisions,All,Census Tracts,53033027701,5565,35.93890386343217,35.93890386343217
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033028000,4029,24.82005460412013,24.82005460412013
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033028100,2439,41.00041000410005,41.00041000410005
2015,3,3,1-year average for fatal collisions,All,Census Tracts,53033028200,4989,60.13229104028864,60.13229104028864
2015,1,1,1-year average for fatal collisions,All,Census Tracts,53033028300,5018,19.928258270227182,19.928258270227182
